7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;4;4;8;8;0;0;0;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;4;4;4;8;8;0;0;0;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;4;4;4;4;8;4;0;0;0;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;2;2;4;4;4;4;4;4;4;4;4;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;0;0;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;8;8;2;2;2;2;2;4;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;8;8;8;8;2;2;2;2;2;2;4;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;2;2;6;6;2;2;2;4;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;2;2;2;8;6;6;6;2;2;2;4;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;8;8;8;6;2;2;2;6;2;2;1;1;1;1;1;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;8;8;8;8;8;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;7777;2;2;2;8;8;8;8;8;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;7777;7777;8;8;8;8;8;8;8;8;8;8;8;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;0;0;0;0
7777;7777;7777;7777;7777;7777;2;2;2;2;2;2;2;2;8;8;8;8;8;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;0;0;0;0
7777;7777;7777;7777;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;8;2;2;0;0;0;0
7777;7777;7777;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;2;2;2;0;0;0;0
7777;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;2;2;2;0;0;0;0
2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;7;2;2;2;2;2;2;2;2;2;2;0;0;0;0
2;2;2;2;7777;7777;7777;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;7;2;2;2;2;2;2;2;2;2;2;0;0;0;0
